"panstwo","rok","smiertelnosc_dzieci","emisja_co2","smierci_w_katastrofach","hdi","gdpPerCap","%pracownikow_w_przemysle","przewidywana_dlug_zycia","nowe_przyp_raka_pluc_M","nowe_przyp_raka_pluc_K","sustainable_development_indeks"
"Burkina Faso",1996,193,0.068,0,0.631893421324714,1160,4.55,50,13.1,3.31,56.7479920877161
"Burkina Faso",1998,186,0.0783,0,0.641181410161485,1250,5.68,51.6,13.2,3.35,56.7645609749053
"Burkina Faso",2000,179,0.0889,0,0.293,1300,7.11,52.5,13.2,3.3,31.6
"Burkina Faso",2002,171,0.0815,0,0.303,1360,9.05,53.4,13.3,3.25,32.7
"Burkina Faso",2004,160,0.0845,0,0.32,1450,11.5,54.6,13.7,3.37,34.5
"Burkina Faso",2006,145,0.0982,0,0.341,1580,14.7,56,14,3.47,36.7
"Burkina Faso",2008,129,0.118,6,0.364,1630,18.5,57.1,14.1,3.43,39.2
"Burkina Faso",2010,114,0.131,16,0.384,1720,23.2,57.9,14.7,3.52,41.3
"Burkina Faso",2012,101,0.158,18,0.403,1840,28.6,58.6,15.4,3.67,43.4
"Burkina Faso",2014,91,0.166,0,0.413,1910,29.8,59.4,16.1,3.87,44.5
"Burkina Faso",2016,83,0.181,15,0.428,1980,26.7,60.3,16.6,4.14,46.1
"Burkina Faso",2018,76.4,0.198,0,0.443,2120,25.2,61.3,17.1,4.37,47.7
"Burundi",1990,174,0.0384,0,0.299,1190,2.53,48.7,14.3,3.2,32.2
"Burundi",1992,178,0.0381,0,0.299,1200,2.45,47.5,14.4,3.26,32.2
"Burundi",1994,179,0.0398,0,0.296,1050,2.33,43.9,14.4,3.27,31.9
"Burundi",1996,175,0.0399,0,0.289,861,2.22,43,14.3,3.28,31.1
"Burundi",1998,167,0.0403,0,0.294,870,2.23,43.9,13.8,3.27,31.7
"Burundi",2000,156,0.0425,0,0.3,828,2.3,44.7,13.1,3.16,32.3
"Burundi",2002,145,0.0317,0,0.311,840,2.41,46.9,12.4,3.04,33.5
"Burundi",2004,132,0.0278,3,0.33,817,2.54,49.2,12.3,3.08,35.5
"Burundi",2006,118,0.0246,22,0.359,815,2.71,54.5,12,3.04,38.7
"Burundi",2008,103,0.0235,9,0.384,828,2.91,56.8,11.6,2.98,41.3
"Burundi",2010,90.7,0.0355,9,0.411,846,3.13,58.5,11.5,3.05,44.2
"Burundi",2012,80,0.0411,0,0.426,863,3.37,60.2,11.4,3.12,45.8
"Burundi",2014,70.8,0.0383,96,0.438,886,3.48,61.4,11.2,3.16,47.2
"Burundi",2016,63.8,0.0461,0,0.438,795,3.47,62.4,10.9,3.14,47.1
"Burundi",2018,58.5,0.0467,0,0.431,762,3.35,63.4,10.8,3.18,46.4
"Cambodia",1990,116,0.141,0,0.368,1630,6.02,57.8,44.9,8.4,39.6
"Cambodia",1992,117,0.14,0,0.377,1660,6.28,58.6,44.4,8.56,40.6
"Cambodia",1994,119,0.142,506,0.385,1650,6.09,58.7,44.3,8.78,41.4
"Cambodia",1996,120,0.146,59,0.396,1690,6.61,59.1,44,8.93,42.6
"Cambodia",1998,118,0.167,0,0.406,1720,7.61,59.6,43.7,8.99,43.7
"Cambodia",2000,107,0.163,347,0.424,1930,11,60.4,42.8,9.09,45.6
"Cambodia",2002,87.2,0.175,29,0.457,2060,11.9,61.5,41.9,9.15,49.2
"Cambodia",2004,71.2,0.187,0,0.482,2290,13.3,62.9,41.7,9.27,51.9
"Cambodia",2006,60.3,0.223,5,0.506,2660,14.7,64.5,41.8,9.47,54.5
"Cambodia",2008,51.8,0.274,0,0.525,2890,15.6,65.9,42.2,9.71,56.6
"Cambodia",2010,44.3,0.352,8,0.539,2820,16.5,66.9,42.7,10,58.1
"Cambodia",2012,38,0.361,14,0.552,3020,19.3,67.9,43.1,10.3,59.5
"Cambodia",2014,33.7,0.427,45,0.565,3360,24.9,68.6,43.2,10.6,60.9
"Cambodia",2016,30.5,0.617,0,0.576,3730,25.5,69.2,43.5,11,62
"Cambodia",2018,28,0.64,0,0.585,4160,27.9,69.7,44,11.4,63.1
"Cameroon",1990,137,0.0532,0,0.448,3380,9.93,58.4,16.7,5.85,48.3
"Cameroon",1992,142,0.218,0,0.441,2970,9.71,57.8,16.9,5.94,47.5
"Cameroon",1994,148,0.215,6,0.433,2630,9.57,57.1,16.9,5.94,46.6
"Cameroon",1996,152,0.257,0,0.431,2670,9.5,56.2,16.9,5.81,46.4
"Cameroon",1998,153,0.213,0,0.434,2780,9.59,55.2,17.3,5.85,46.7
"Cameroon",2000,149,0.216,3,0.44,2860,9.8,54.5,18.1,5.82,47.4
"Cameroon",2002,142,0.203,0,0.458,2950,10.2,54.2,19.2,5.86,49.4
"Cameroon",2004,133,0.223,0,0.469,3160,10.7,54.6,20,5.99,50.5
"Cameroon",2006,125,0.206,0,0.471,3180,11.2,55.4,20.7,6.19,50.7
"Cameroon",2008,116,0.282,9,0.49,3230,11.9,56.6,20.8,6.33,52.8
"Cameroon",2010,107,0.328,13,0.505,3220,12.7,57.7,21.1,6.62,54.4
"Cameroon",2012,98.2,0.274,25,0.525,3300,13.6,58.8,21.7,6.93,56.6
"Cameroon",2014,89.8,0.293,0,0.54,3470,14.2,59.5,21.4,7.17,58.2
"Cameroon",2016,82.3,0.334,0,0.553,3630,14.4,60.9,20.9,7.34,59.6
"Cameroon",2018,76.1,0.323,0,0.56,3710,14.4,62.6,20.7,7.55,60.3
"Canada",1990,8.25,16.8,8,0.85,34600,23.9,77.4,76.8,33.2,35.4
"Canada",1992,7.68,16.5,0,0.857,33400,22.5,77.8,74.1,34.9,36.2
"Canada",1994,7.16,16.7,0,0.859,35100,22.9,78,72,36.4,36.2
"Canada",1996,6.71,17.3,10,0.864,35800,23.1,78.4,70,38.5,37.1
"Canada",1998,6.38,17.8,31,0.861,34700,23.1,78.8,67.5,39.7,35.6
"Canada",2000,6.21,18.7,11,0.867,37200,23.1,79.4,64.5,40.6,34.3
"Canada",2002,6.15,18.3,0,0.877,38200,23,79.8,62,41.8,34.7
"Canada",2004,6.1,18.4,0,0.888,40400,22.7,80.2,62.1,43.1,29.2
"Canada",2006,5.98,17.6,1,0.898,43400,21.7,80.7,61,43.7,26.5
"Canada",2008,5.81,17.3,0,0.898,45900,20.3,81.1,60.4,45.2,25.1
"Canada",2010,5.65,16.3,0,0.901,44900,20.3,81.6,56,42.5,22.9
"Canada",2012,5.52,16.3,0,0.906,46100,20.3,82,53.2,42.5,21.2
"Canada",2014,5.37,16.2,0,0.918,47600,19.9,82.2,51,41.9,19.7
"Canada",2016,5.19,15.5,0,0.923,47500,19.5,82.3,48.6,39.9,19.1
"Canada",2018,4.97,15.3,70,0.928,49000,19.3,82.2,49.1,39.7,19.1
"Central African Republic",1990,180,0.0706,0,0.334,1200,9.23,48.1,26.7,4.18,36
"Central African Republic",1992,179,0.0731,0,0.315,1060,9.02,46.8,26.9,4.11,34
"Central African Republic",1994,178,0.0749,0,0.317,1050,8.83,45.3,26.9,4.17,34.1
"Central African Republic",1996,176,0.0709,7,0.315,1030,8.52,44.2,27.2,4.25,34
"Central African Republic",1998,174,0.0717,0,0.32,1080,8.31,43.8,27.2,4.23,34.5
"Central African Republic",2000,172,0.0735,0,0.325,1040,8.07,43.8,27,4.19,35
"Central African Republic",2002,169,0.0646,1,0.328,1080,7.85,44.2,26.9,4.2,35.4
"Central African Republic",2004,166,0.0593,3,0.331,1040,7.69,44.8,26.6,4.21,35.7
"Central African Republic",2006,163,0.0605,0,0.342,1060,7.64,45.6,26,4.16,36.8
"Central African Republic",2008,157,0.0592,0,0.352,1090,7.55,46.8,25.6,4.13,38
"Central African Republic",2010,150,0.0602,3,0.365,1200,7.27,47.8,25.6,4.21,39.3
"Central African Republic",2012,142,0.0661,0,0.381,1300,6.96,48.8,25.3,4.32,41
"Central African Republic",2014,134,0.0649,0,0.368,823,6.56,47.5,24.5,4.23,39.6
"Central African Republic",2016,124,0.0655,0,0.382,884,6.37,50.3,23.8,4.14,41.1
"Central African Republic",2018,116,0.0651,0,0.395,933,6.26,51.5,23.3,4.13,42.5
"Chad",1990,212,0.0633,0,0.696909343182114,1000,2.16,53.5,13.1,3.28,56.8639742980402
"Chad",1992,207,0.064,0,0.706197332018885,1100,2.06,53.5,13.2,3.31,56.8805431852294
"Chad",1994,202,0.06,0,0.715485320855656,961,1.98,53.5,13.5,3.28,56.8971120724186
"Chad",1996,197,0.0602,0,0.724773309692427,930,1.92,53.1,14,3.32,56.6651476517703
"Chad",1998,192,0.0595,0,0.594741465977629,980,1.87,52.5,14.3,3.33,56.6817165389594
"Chad",2000,186,0.0584,0,0.293,897,1.89,52.3,14.8,3.31,31.6
"Chad",2002,179,0.0565,0,0.307,1010,1.95,52.6,15.6,3.42,33
"Chad",2004,172,0.0769,0,0.324,1430,2.03,53.2,16.3,3.57,34.9
"Chad",2006,165,0.0757,52,0.33,1570,2.09,53.9,16.7,3.7,35.5
"Chad",2008,158,0.083,0,0.346,1570,2.13,55.2,17.3,3.88,37.2
"Chad",2010,150,0.0834,24,0.369,1730,2.13,56.5,17.7,4.06,39.8
"Chad",2012,142,0.0707,20,0.388,1770,2.11,57.3,18,4.23,41.8
"Chad",2014,134,0.0717,0,0.401,1870,2.06,58.3,17.9,4.37,43.2
"Chad",2016,127,0.0682,0,0.393,1690,1.97,59.3,17.8,4.49,42.3
"Chad",2018,119,0.0656,0,0.397,1580,1.87,59.9,17.8,4.63,42.8
"Chile",1990,19.1,2.48,0,0.706,9850,26.3,73.4,30,9.26,76
"Chile",1992,16.2,2.35,0,0.722,11400,27.2,74.7,26.3,9.15,77.2
"Chile",1994,13.9,2.67,0,0.72,12400,26.1,75.2,26.8,9.44,76.7
"Chile",1996,12.5,3.27,0,0.735,14000,27.3,75.5,27.5,9.61,76
"Chile",1998,11.9,3.8,0,0.743,15300,23.4,76.2,25.7,9.83,76.1
"Chile",2000,10.9,3.79,16,0.756,15600,23.9,76.9,24.3,9.89,77.9
"Chile",2002,9.8,3.48,19,0.769,16300,23.4,77.4,24.3,10.3,78.5
"Chile",2004,9.29,3.69,3,0.785,17800,22.9,77.6,24.7,10.8,79.7
"Chile",2006,8.96,3.91,18,0.791,19600,23.4,78.2,23.6,11.2,79.8
"Chile",2008,8.89,4.24,9,0.814,20800,23.1,78.7,23.1,11.3,80.4
"Chile",2010,8.7,4.18,562,0.803,21300,23.4,78.6,24.1,12,77.5
"Chile",2012,8.4,4.58,8,0.821,23300,23.9,79.2,23.2,12.5,75.9
"Chile",2014,8.1,4.36,18,0.837,24200,23.3,79.5,23,12.5,73.9
"Chile",2016,7.66,4.62,12,0.845,24500,22.7,80,21.9,12.4,73.4
"Chile",2018,7.19,4.59,0,0.849,25000,22.2,80.1,21.9,12.7,73.4
"China",1990,53.7,2.06,1320,0.499,1420,21.4,68.1,44.3,18,53.7
"China",1992,52.2,2.2,1450,0.517,1730,22.4,68.7,44.1,18.3,55.8
"China",1994,49.2,2.45,3200,0.534,2180,23,69.4,44.6,18.5,57.5
"China",1996,45.5,2.73,5610,0.554,2600,23.7,70.1,46.1,18.9,59.7
"China",1998,41.5,2.57,4500,0.571,3000,23,70.9,47.6,19.4,61.4
"China",2000,36.8,2.6,678,0.588,3450,22.3,71.3,50.7,20.6,63.3
"China",2002,31.5,2.9,1430,0.606,4020,21.6,72,53.5,21.8,65.1
"China",2004,26.3,3.88,807,0.628,4820,23.8,72.5,56.6,22.9,66.3
"China",2006,21.9,4.77,2110,0.653,5980,26.8,73.7,56.9,23,67.6
"China",2008,18.5,5.45,88500,0.678,7410,27.8,74.3,59.2,23.3,67.9
"China",2010,15.8,6.22,7190,0.699,8890,29.5,74.9,62.3,23.7,63.8
"China",2012,13.5,6.97,802,0.716,10400,30.1,75.7,62.6,23,59.4
"China",2014,11.6,7.02,1580,0.731,11900,29.2,76.4,62.1,22.9,54.7
"China",2016,9.95,6.87,1290,0.746,13400,28.1,77,61.9,22.6,52
"China",2018,8.6,7.06,354,0.755,15100,27.4,77.4,61.6,24.1,51.3
"Colombia",1990,35.2,1.72,10,0.603,8310,19.7,71.5,20.3,11.3,65
"Colombia",1992,33,1.79,11,0.617,8480,19.7,71.1,21.2,11.2,66.5
"Colombia",1994,30.8,1.87,308,0.631,9100,19.7,72.1,20.3,11.2,68
"Colombia",1996,28.7,1.61,17,0.647,9420,19.4,72.8,20,11,69.6
"Colombia",1998,26.7,1.7,104,0.662,9470,18.8,74,17.8,10.3,71.3
"Colombia",2000,25,1.42,115,0.666,9040,18.4,74.2,17.8,10.1,71.7
"Colombia",2002,23.5,1.36,135,0.671,9140,18.6,73.4,20.9,10.1,72.3
"Colombia",2004,22.2,1.3,116,0.684,9720,18.9,75.6,18.2,10.1,73.7
"Colombia",2006,20.9,1.44,150,0.698,10600,19.5,76.7,17.1,9.92,75
"Colombia",2008,19.7,1.52,153,0.718,11400,19.8,77.6,16.2,9.77,76.9
"Colombia",2010,18.5,1.69,624,0.729,11800,20.7,77.9,16.6,9.84,78
"Colombia",2012,17.3,1.73,77,0.739,12900,19.6,79,15.3,9.74,78.3
"Colombia",2014,16.2,1.83,88,0.753,13900,19.8,79.7,14.2,9.98,79.1
"Colombia",2016,15.2,2.01,10,0.76,14200,19.4,79.8,14.3,10.3,79.5
"Colombia",2018,14.2,1.96,26,0.764,14300,20.2,80.1,14.1,10.5,79.8
"Costa Rica",1990,16.7,0.934,1,0.665,9930,26.3,76.9,16.6,6.5,71.7
"Costa Rica",1992,15.6,1.14,0,0.68,10500,25.7,76.9,16.3,6.41,73.2
"Costa Rica",1994,14.9,1.5,2,0.692,11200,24.1,76.8,16.4,6.53,74.6
"Costa Rica",1996,14.7,1.29,60,0.701,11300,23.6,77.1,15.9,6.71,75.5
"Costa Rica",1998,14.4,1.38,8,0.713,12100,23.3,77.4,15,6.69,76.8
"Costa Rica",2000,13,1.36,7,0.721,12600,23.4,77.9,15.1,6.82,77.7
"Costa Rica",2002,11.6,1.52,10,0.728,13100,22.3,78.4,14.2,6.42,78.4
"Costa Rica",2004,10.8,1.61,10,0.735,13800,21.6,78.6,14.6,6.82,79.2
"Costa Rica",2006,10.4,1.6,0,0.745,15000,22.3,79.1,14.3,6.61,80.2
"Costa Rica",2008,10.3,1.77,11,0.761,16500,20.1,80.3,13.2,6.25,81.6
"Costa Rica",2010,10.1,1.62,27,0.765,16800,19.2,79.5,14.7,6.65,82
"Costa Rica",2012,9.7,1.53,8,0.783,18000,16.5,80.3,13.1,6.43,83.4
"Costa Rica",2014,9.24,1.6,0,0.796,18700,19.2,80.5,12.6,6.36,84.1
"Costa Rica",2016,8.93,1.6,9,0.801,19700,18.4,79.8,13.1,6.59,84.4
"Costa Rica",2018,8.79,1.61,1,0.808,20700,18.6,80,13.5,6.77,85
"Cote d'Ivoire",1990,155,0.401,0,0.404,2420,13.4,55.7,18,4.8,43.5
"Cote d'Ivoire",1992,156,0.3,0,0.405,2340,13.3,54.3,18.6,4.77,43.6
"Cote d'Ivoire",1994,155,0.301,0,0.407,2270,13.1,52.5,19.2,4.78,43.8
"Cote d'Ivoire",1996,154,0.501,28,0.412,2530,13.1,51.3,19.5,4.75,44.3
"Cote d'Ivoire",1998,150,0.423,0,0.414,2780,12.8,50.9,19.4,4.82,44.6
"Cote d'Ivoire",2000,145,0.393,0,0.421,2740,12.3,51.1,19.9,4.94,45.4
"Cote d'Ivoire",2002,138,0.404,0,0.426,2670,11.9,51.7,20.4,5.04,45.9
"Cote d'Ivoire",2004,131,0.409,0,0.433,2650,11.6,52.6,20.6,5.06,46.7
"Cote d'Ivoire",2006,123,0.363,0,0.443,2730,11.4,54.4,20.2,5.1,47.7
"Cote d'Ivoire",2008,115,0.336,6,0.455,2830,11.3,56.3,19.8,5.12,49
"Cote d'Ivoire",2010,107,0.296,18,0.468,2970,11.3,57.4,19.9,5.27,50.4
"Cote d'Ivoire",2012,100,0.387,0,0.482,3060,11.8,58.8,20.1,5.46,51.9
"Cote d'Ivoire",2014,93.3,0.43,46,0.492,3500,12.1,60.2,20.1,5.73,53
"Cote d'Ivoire",2016,86.8,0.331,20,0.513,4110,12.5,62,19.6,5.79,55.3
"Cote d'Ivoire",2018,80.9,0.335,20,0.534,4850,12.9,63.6,19.6,6.02,57.5
"Croatia",1990,12.8,4.89,0,0.677,18600,30,72.5,90,13.3,71.5
"Croatia",1992,11.4,3.49,0,0.672,13600,28.8,72.4,86.5,13.2,71.8
"Croatia",1994,10.4,3.49,0,0.688,13800,29,73.3,85,12.8,73.3
"Croatia",1996,9.6,3.83,0,0.715,16300,29.5,73.5,85.6,13.7,74.5
"Croatia",1998,8.94,4.3,0,0.738,17800,29.1,73.8,84.4,14.2,75.1
"Croatia",2000,8.31,4.45,41,0.757,18400,29.7,74.7,75.5,14,78
"Croatia",2002,7.68,4.99,0,0.774,20800,30.3,75,75,14.5,75.7
"Croatia",2004,7.04,5.23,0,0.786,22800,28.6,75.6,77.8,16.1,70.6
"Croatia",2006,6.43,5.4,0,0.798,24900,30.6,76,81.1,17,69.3
"Croatia",2008,5.9,5.44,0,0.813,26700,29,75.9,88,19.4,67
"Croatia",2010,5.47,4.87,0,0.815,24500,28,76.8,81.2,20.7,74.2
"Croatia",2012,5.16,4.45,7,0.825,24100,27.6,77.4,78.7,21.1,74.8
"Croatia",2014,4.96,4.16,3,0.835,24100,26.7,77.9,73.3,21.6,72.7
"Croatia",2016,4.82,4.3,0,0.841,25900,26.4,78.4,70,20.2,69.8
"Croatia",2018,4.67,4.48,0,0.848,28200,27.7,78.6,67.7,19.6,68.9
"Cuba",1990,13.4,3.09,4,0.68,5480,29.3,75,48.9,18.3,70.9
"Cuba",1992,12.1,1.96,0,0.667,3950,27.8,75.2,48,18.3,71.1
"Cuba",1994,11.1,1.97,14,0.656,3120,23.1,75.1,48,17.5,70.4
"Cuba",1996,10.1,2.46,3,0.669,3780,23,75.8,45.7,17.7,71.7
"Cuba",1998,9.27,2.21,6,0.677,3970,19.2,76.3,45.9,18.1,72.4
"Cuba",2000,8.55,2.33,2,0.691,4660,18.9,77,45.8,19.1,73.7
"Cuba",2002,7.93,2.32,3,0.698,5080,18.3,77.9,45.6,20,74.6
"Cuba",2004,7.4,2.21,4,0.722,5300,18.2,77.8,48.1,21.6,77.3
"Cuba",2006,6.93,2.34,2,0.756,6300,18,78.4,48,22.4,80.9
"Cuba",2008,6.51,2.47,7,0.783,6980,17.6,78.4,48,23.9,83
"Cuba",2010,6.15,3.02,0,0.781,7650,17.1,78.5,48.7,23.8,82.5
"Cuba",2012,5.82,2.62,14,0.769,8300,17.2,78.8,46.5,23.6,80.7
"Cuba",2014,5.52,2.43,0,0.767,8870,17.1,78.7,46.5,24.1,79.8
"Cuba",2016,5.24,2.48,0,0.773,9300,17,78.5,47.8,24.3,80.2
"Cuba",2018,4.98,2.53,9,0.781,9680,17.1,78.3,50.5,24.9,81.1
"Cyprus",1990,11.1,6.08,0,0.735,25200,29.3,75.1,33.5,6.82,69.8
"Cyprus",1992,10.5,6.9,0,0.742,26400,27.1,75.1,35,6.78,60.1
"Cyprus",1994,9.54,7.18,0,0.784,26900,25.5,75.4,34.6,7.46,67
"Cyprus",1996,8.51,7.14,0,0.791,28500,24.5,75.8,33.9,7.43,60.9
"Cyprus",1998,7.51,7.28,52,0.803,30300,24.1,76,34,7.43,50.1
"Cyprus",2000,6.62,7.56,5,0.804,32900,23.7,76.7,34.6,7.62,41.6
"Cyprus",2002,5.86,7.37,0,0.819,34700,22.9,77.3,35.9,8.42,40.8
"Cyprus",2004,5.19,7.74,0,0.831,36500,24,77.9,38.4,9.7,35.8
"Cyprus",2006,4.57,7.84,0,0.842,38800,22.5,78.2,41.6,10.8,33.3
"Cyprus",2008,4.03,8.03,0,0.858,40400,21.8,78.8,46.2,11.7,27.8
"Cyprus",2010,3.57,7.25,0,0.856,38300,20.9,79.5,48.2,11.6,33.4
"Cyprus",2012,3.19,6.36,0,0.859,35600,17.6,80.1,47,11.6,33.9
"Cyprus",2014,2.87,6.01,0,0.862,33100,16.2,80.4,47,11.9,36.3
"Cyprus",2016,2.61,6.29,0,0.873,36500,17,80.7,44.9,11.7,34.2
"Cyprus",2018,2.38,6.3,0,0.885,40000,18.5,80.8,42.8,11.5,33.7
"Djibouti",1990,118,0.547,0,0.724773309692427,2850,16.2,60.6,14.4,3.77,56.6982854261486
"Djibouti",1992,114,0.549,0,0.594741465977629,2690,15.8,59,14.6,3.78,56.7148543133378
"Djibouti",1994,111,0.53,145,0.6040294548144,2780,15.3,59.8,14.7,3.73,56.7314232005269
"Djibouti",1996,109,0.518,0,0.349,2710,14.8,60.5,15.1,3.86,37.6
"Djibouti",1998,105,0.501,0,0.355,2610,14.3,60.2,15.2,3.96,38.2
"Djibouti",2000,101,0.511,0,0.36,2520,13.9,60.4,15,3.91,38.7
"Djibouti",2002,96.5,0.535,0,0.375,2490,13.6,60.6,14.9,3.97,40.4
"Djibouti",2004,91.5,0.528,51,0.393,2900,13.3,61,15.1,4.22,42.3
"Djibouti",2006,86.4,0.517,0,0.413,3290,13.2,61.4,15.2,4.37,44.4
"Djibouti",2008,81.3,0.611,0,0.432,3510,13.1,62.5,15.3,4.42,46.5
"Djibouti",2010,76.4,0.615,0,0.454,3680,13.1,63.2,15.5,4.53,48.9
"Djibouti",2012,71.8,0.553,0,0.474,3900,13.2,64.1,15.6,4.65,51.1
"Djibouti",2014,67.4,0.661,0,0.492,4240,13.3,64.9,15.4,4.7,52.9
"Djibouti",2016,63.1,0.646,0,0.505,4710,13.4,65.8,15.4,4.86,54.3
"Djibouti",2018,59.3,0.672,2,0.518,5210,13.4,66.7,15.6,5.14,55.6
"Dominican Republic",1990,60.2,1.28,0,0.599,6200,26.8,72,15.2,7.11,64.5
"Dominican Republic",1992,55.5,1.46,0,0.612,6710,26.5,73,14.4,7.02,65.9
"Dominican Republic",1994,51,1.61,0,0.624,7120,26.2,73.6,14.4,7.09,67.2
"Dominican Republic",1996,47,2.16,27,0.636,7710,25.5,73.5,15.1,7.18,68.5
"Dominican Republic",1998,43.6,2.22,347,0.648,8670,25.3,73.2,16.1,7.24,69.8
"Dominican Republic",2000,40.9,2.31,0,0.659,9320,23.6,73.7,16,6.91,70.9
"Dominican Republic",2002,38.9,2.42,3,0.668,9690,22.2,73.9,15.8,7.4,71.9
"Dominican Republic",2004,37.3,2.02,703,0.672,9530,22.6,72.6,17.2,8.25,72.4
"Dominican Republic",2006,36.1,2.11,0,0.688,11100,22.5,72.7,18.1,9.09,74.1
"Dominican Republic",2008,35.1,2.14,13,0.698,12000,18.2,73.3,18.3,9.33,74.9
"Dominican Republic",2010,34.2,2.12,7,0.706,12800,18.2,73.5,18.1,9.38,75.7
"Dominican Republic",2012,33.3,2.17,8,0.714,13200,17.1,72.9,19.1,9.55,76
"Dominican Republic",2014,32.1,2.12,1,0.73,14500,18.4,72.2,20.5,10,77.6
"Dominican Republic",2016,30.6,2.37,21,0.743,16200,19.4,72.1,21.2,10.3,78.9
"Dominican Republic",2018,28.9,2.34,0,0.751,17700,18.7,72.9,20.9,10.2,79.7
"Ecuador",1990,53.9,1.63,4,0.648,8290,23,72,11.4,5.84,69.7
"Ecuador",1992,48.6,2.07,22,0.654,8430,22.7,72.1,12,6.31,70.5
"Ecuador",1994,43.2,1.21,0,0.663,8570,22.4,73.2,11.7,6.5,71.4
"Ecuador",1996,37.8,2.05,27,0.668,8540,22,73.5,11.6,6.72,71.9
"Ecuador",1998,33,1.83,3,0.675,8830,21,74.1,11.2,6.57,72.7
"Ecuador",2000,29,1.62,78,0.675,8180,20.2,74.5,11.2,6.43,72.7
"Ecuador",2002,26,1.88,91,0.684,8540,18.6,74.1,12,6.97,73.7
"Ecuador",2004,23.8,2.12,0,0.693,9180,17.6,73.9,12.5,7.56,74.6
"Ecuador",2006,21.9,2.03,21,0.701,9760,18.6,73.6,13.2,8.1,75.3
"Ecuador",2008,20.1,2.29,41,0.717,10300,18.8,73.8,13.3,8.35,76.6
"Ecuador",2010,18.3,2.39,14,0.726,10300,17.9,74.3,13,8.22,76.8
"Ecuador",2012,16.8,2.06,34,0.751,11400,19.1,74.9,12.8,8.51,79.1
"Ecuador",2014,15.6,2.85,3,0.756,12100,19.7,75.6,12.2,8.35,78.3
"Ecuador",2016,14.8,2.46,682,0.758,11600,18.6,75.9,11.8,8.27,78.3
"Ecuador",2018,14.2,2.46,0,0.762,11600,17.2,76.2,12,8.44,78.5
"Egypt",1990,85.8,1.34,0,0.548,6090,21.3,63.9,9.44,3.69,59
"Egypt",1992,77.5,1.36,552,0.559,6150,21.7,65.2,9.33,3.81,60.1
"Egypt",1994,69.1,1.39,600,0.571,6320,21.9,65.7,9.91,4.1,61.5
"Egypt",1996,60.6,1.47,34,0.585,6670,22.3,66.9,10,4.17,63
"Egypt",1998,53,1.84,0,0.594,7140,22.6,67.5,10.3,4.29,64
"Egypt",2000,46.8,2.04,3,0.613,7750,21.3,68.5,10.5,4.43,66
"Egypt",2002,41.7,1.76,18,0.622,7910,19.7,68.3,11.4,4.78,67.1
"Egypt",2004,37.7,2.01,13,0.631,8180,21.5,68.5,11.8,4.96,68
"Egypt",2006,34.4,2.29,0,0.645,8810,22.2,68.9,11.6,5.06,69.4
"Egypt",2008,31.6,2.45,98,0.66,9760,23.8,69.3,11.6,5.03,70.9
"Egypt",2010,29,2.4,58,0.668,10300,23.6,69.4,11.7,5.41,71.5
"Egypt",2012,26.6,2.49,0,0.677,10300,24.1,69.7,11.7,5.61,72.3
"Egypt",2014,24.6,2.47,0,0.685,10400,25.1,70.3,11.4,5.57,73.2
"Egypt",2016,22.8,2.47,26,0.696,10800,26.6,70.2,11.8,6.33,74.3
"Egypt",2018,21.2,2.43,0,0.701,11400,27.6,70.7,11.6,6.53,74.9
"El Salvador",1990,59.8,0.47,0,0.536,5290,24.6,69.8,10.4,7.37,57.7
"El Salvador",1992,53.4,0.613,2,0.552,5590,24.9,70.8,10.8,7.34,59.4
"El Salvador",1994,47.5,0.812,0,0.571,6030,25.1,70.9,11.3,7.51,61.5
"El Salvador",1996,42,0.777,12,0.588,6220,24.6,72.2,10.8,7.42,63.4
"El Salvador",1998,37,0.989,475,0.606,6470,25,71.4,12.2,7.54,65.3
"El Salvador",2000,32.9,0.964,3,0.615,6580,23.6,73.1,11.7,7.5,66.3
"El Salvador",2002,29.4,1.02,1,0.627,6660,24.6,74.3,11.2,7.73,67.5
"El Salvador",2004,26.3,1.04,0,0.639,6750,22.2,73.6,12.1,8.08,68.8
"El Salvador",2006,23.6,1.11,1,0.653,7170,23.4,73.7,12.6,8.17,70.3
"El Salvador",2008,21.3,1.05,30,0.655,7390,20.7,74.7,11.9,8.02,70.6
"El Salvador",2010,19.3,1.02,17,0.668,7330,21.3,75.2,11.3,8.12,71.9
"El Salvador",2012,17.4,1.04,0,0.669,7760,20.4,74.5,10.9,8.15,72
"El Salvador",2014,16,0.981,0,0.668,7990,22.2,73.5,12.1,8.78,72
"El Salvador",2016,14.7,1.11,0,0.671,8310,21.9,75.2,12.1,8.84,72.3
"El Salvador",2018,13.7,1.11,4,0.67,8620,22.5,75.6,12,9.08,72.1
"Eswatini",1990,70.9,1.17,0,0.541,5100,29.1,61.8,28.8,7.13,58.2
"Eswatini",1992,74.9,0.964,0,0.539,5080,29.1,61.9,28.5,7.32,57.8
"Eswatini",1994,86.4,1.19,0,0.527,5120,29,60.9,28.6,7.33,56.4
"Eswatini",1996,101,1.02,0,0.515,5350,28.8,57.2,30.5,7.39,55.1
"Eswatini",1998,114,1.24,0,0.49,5460,28.2,53,31.4,7.5,52.4
"Eswatini",2000,126,1.19,0,0.465,5580,27.8,48.3,32.7,8.23,49.6
